epsilon,n_clusters_db,n_noise_db,ARAND_db,AMIS_db,Exec_time_db,n_clusters_dbp_uni,n_noise_dbp_uni,ARAND_dbp_uni,AMIS_dbp_uni,Exec_time_dbp_uni,n_clusters_dbp_kg,n_noise_dbp_kg,ARAND_dbp_kg,AMIS_dbp_kg,Exec_time_dbp_kg
586,1.0,0.0,0.0,0.0,0.18080759048461914,1.0,122.0,0.0032846136749352423,0.02140974836541398,1.0611863136291504,1.0,6.0,6.844076844056908e-07,0.0002996065440197021,0.9455001354217529
593,1.0,0.0,0.0,0.0,0.1715104579925537,1.0,129.0,0.0005658530244627012,0.004333717886126554,1.070134162902832,1.0,5.0,4.023402893913488e-06,0.0012206340475041076,0.9903490543365479
600,1.0,0.0,0.0,0.0,0.17048406600952148,1.0,88.0,0.0018122921306518518,0.01866706109509249,1.073155164718628,1.0,5.0,4.023402893913488e-06,0.0012206340475041076,0.9944870471954346
607,1.0,0.0,0.0,0.0,0.17253923416137695,1.0,77.0,0.00028782145354629124,0.003792891038373787,1.1140162944793701,1.0,4.0,4.01670884533544e-06,0.0010199811708271969,1.2546970844268799
614,1.0,0.0,0.0,0.0,0.17356491088867188,1.0,71.0,0.00023943350543412264,0.003126900830999389,1.117692232131958,1.0,4.0,4.01670884533544e-06,0.0010199811708271969,1.057206153869629
621,1.0,0.0,0.0,0.0,0.17852187156677246,1.0,82.0,-1.1263375004146375e-08,1.549106890358663e-05,1.0482323169708252,1.0,4.0,4.01670884533544e-06,0.0010199811708271969,1.0083062648773193
628,1.0,0.0,0.0,0.0,0.18245291709899902,1.0,54.0,0.000328281345342984,0.005935371151498847,1.2536437511444092,1.0,3.0,6.710101857990229e-07,0.00028826792823471715,1.124986171722412
635,1.0,0.0,0.0,0.0,0.18048691749572754,1.0,67.0,0.0004155100675270392,0.0064989294429483625,1.1878702640533447,1.0,3.0,6.710101857990229e-07,0.00028826792823471715,1.0890343189239502
642,1.0,0.0,0.0,0.0,0.1825101375579834,1.0,42.0,1.9393852844925532e-05,0.00036288819965859154,1.1419117450714111,1.0,3.0,6.710101857990229e-07,0.00028826792823471715,1.1339690685272217
649,1.0,0.0,0.0,0.0,0.18453574180603027,1.0,51.0,0.00018956595257152363,0.003178035085760204,1.2376666069030762,1.0,2.0,2.003673398593183e-06,0.000748128376656648,1.0840959548950195
656,1.0,0.0,0.0,0.0,0.18752694129943848,1.0,57.0,0.00017056984203982697,0.0033723633580467482,1.1578404903411865,1.0,2.0,2.003673398593183e-06,0.000748128376656648,1.1328351497650146
663,1.0,0.0,0.0,0.0,0.1895298957824707,1.0,75.0,0.0007096460229123012,0.010058460015573282,1.2665705680847168,1.0,1.0,0.0,1.9710955535869273e-15,1.1229703426361084
670,1.0,0.0,0.0,0.0,0.19454193115234375,1.0,32.0,0.0002810720337467792,0.010809601166125785,1.2844972610473633,1.0,0.0,0.0,0.0,1.3194646835327148
677,1.0,0.0,0.0,0.0,0.19248437881469727,1.0,27.0,4.990534131892438e-05,0.0020188846879355946,1.2397754192352295,1.0,0.0,0.0,0.0,1.2626018524169922
684,1.0,0.0,0.0,0.0,0.19448256492614746,1.0,28.0,9.411296923491825e-05,0.0029254980161022015,1.3673357963562012,1.0,0.0,0.0,0.0,1.178837537765503
691,1.0,0.0,0.0,0.0,0.19641447067260742,1.0,21.0,0.00012595761453221705,0.007399683765518861,1.2596595287322998,1.0,0.0,0.0,0.0,1.196789026260376
698,1.0,0.0,0.0,0.0,0.19752812385559082,1.0,28.0,0.00011856366786603084,0.006346012090813533,1.4540412425994873,1.0,0.0,0.0,0.0,1.2756059169769287
705,1.0,0.0,0.0,0.0,0.20145535469055176,1.0,21.0,2.590280850880179e-05,0.0011376785244824586,1.3712844848632812,1.0,0.0,0.0,0.0,1.235722541809082
712,1.0,0.0,0.0,0.0,0.20544958114624023,1.0,34.0,0.00043629715213749513,0.013080721310559353,1.5189626216888428,1.0,0.0,0.0,0.0,1.2346980571746826
719,1.0,0.0,0.0,0.0,0.207472562789917,1.0,12.0,-3.965548348689608e-06,-0.0003216654403617766,1.379307508468628,1.0,0.0,0.0,0.0,1.2854900360107422
726,1.0,0.0,0.0,0.0,0.2084033489227295,1.0,14.0,1.9606363335493695e-05,0.002324058582799812,1.3429784774780273,1.0,0.0,0.0,0.0,1.3134822845458984
733,1.0,0.0,0.0,0.0,0.2114698886871338,1.0,8.0,2.4156526048883436e-05,0.003437186741680666,1.4361097812652588,1.0,0.0,0.0,0.0,1.3264710903167725
740,1.0,0.0,0.0,0.0,0.21242976188659668,1.0,25.0,0.0001304503678165623,0.005103145654812122,1.487971544265747,1.0,0.0,0.0,0.0,1.3614070415496826
747,1.0,0.0,0.0,0.0,0.21841669082641602,1.0,22.0,0.0002173891499603053,0.008332020903973064,1.5558533668518066,1.0,0.0,0.0,0.0,1.3952479362487793
754,1.0,0.0,0.0,0.0,0.2154247760772705,1.0,15.0,8.56228008383727e-05,0.00580931088110306,1.716336965560913,1.0,0.0,0.0,0.0,1.41420316696167
761,1.0,0.0,0.0,0.0,0.21941065788269043,1.0,14.0,3.0372964614985764e-05,0.00213225791728921,1.5697896480560303,1.0,0.0,0.0,0.0,1.4511370658874512
768,1.0,0.0,0.0,0.0,0.22246170043945312,1.0,9.0,5.401663901220364e-06,0.00028939121871911845,1.5268824100494385,1.0,0.0,0.0,0.0,1.4723527431488037
775,1.0,0.0,0.0,0.0,0.2244274616241455,1.0,7.0,1.2747044137677053e-05,0.0016653800278892672,1.6016745567321777,1.0,0.0,0.0,0.0,1.5069580078125
782,1.0,0.0,0.0,0.0,0.22739815711975098,1.0,5.0,-1.327749724099533e-06,-0.00014433044629428993,1.50895094871521,1.0,0.0,0.0,0.0,1.5178635120391846
789,1.0,0.0,0.0,0.0,0.22543549537658691,1.0,10.0,2.05869904251855e-06,-3.104138375324468e-05,1.5807197093963623,1.0,0.0,0.0,0.0,1.5977752208709717
796,1.0,0.0,0.0,0.0,0.2293407917022705,1.0,6.0,8.716487691412205e-06,0.0019049810434060238,1.6057333946228027,1.0,0.0,0.0,0.0,1.561790943145752
